codigo_acao_orcamentaria	nome_acao_orcamentaria	procv_funcao_no_access_da_camara
5330	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO BEBEDOURO COM 2.418 HA NO ESTADO DE PERNAMBUCO	Agricultura
5348	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO MIROROS COM 2.160 HA NO ESTADO DA BAHIA	Agricultura
5354	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO NILO COELHO COM 18.563 HA NO ESTADO DE PERNAMBUCO	Agricultura
5368	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO FORMOSO COM 11.751 HA NO ESTADO DA BAHIA	Agricultura
5370	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO GORUTUBA COM 4.735 HA NO ESTADO DE MINAS GERAIS	Agricultura
5372	IMPLANTACAO DE UNIDADE DE BENEFICIAMENTO DE PESCADO	Agricultura
5378	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO CURACA COM 4.204 HA NO ESTADO DA BAHIA	Agricultura
5442	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO MANICOBA COM 4.161 HA NO ESTADO DA BAHIA	Agricultura
5450	IMPLANTACAO E MODERNIZACAO DE INFRAESTRUTURA PARA ESPORTE EDUCACIONAL, RECREATIVO E DE LAZER	Desporto e Lazer
5464	IMPLANTACAO DE ESTACOES DE PISCICULTURA E CENTROS INTEGRADOS DE RECURSOS PESQUEIROS E AQUICULTURA	Agricultura
5516	CONFERENCIAS NACIONAIS DE SAUDE	Saúde
5538	PRESERVACAO DO PATRIMONIO CULTURAL DAS CIDADES HISTORICAS	Cultura
5754	IMPLANTACAO DO TRECHO RODOVIARIA-CAMARAGIBE E MODERNIZACAO DOS TRECHOS RECIFE - JABOATAO, COQUEIRAL - RODOVIARIA E RECIFE - CABO DO SISTEMA DE TRENS URBANOS DE RECIFE - PE	Urbanismo
5900	INTEGRACAO DO RIO SAO FRANCISCO COM AS BACIAS DOS RIOS JAGUARIBE, PIRANHAS-ACU E APODI (EIXO NORTE)	Gestão Ambiental
5910	AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA DA REGIAO METROPOLITANA DE ARACAJU NO ESTADO DE SERGIPE	Gestão Ambiental
5980	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO SAO GONCALO COM 2.402 HA NO ESTADO DA PARAIBA	Agricultura
5984	TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO MOXOTO COM 6.491 HA NO ESTADO DE PERNAMBUCO	Agricultura
5E15	CONSTRUCAO DE TRECHO RODOVIARIO - PEIXE - PARANA - TAGUATINGA - NA BR-242/TO	Transporte
5E79	IMPLANTACAO DO PROJETO PUBLICO DE IRRIGACAO PASSARAO COM 1.000 HA NO ESTADO DE RORAIMA	Agricultura
5E83	CONSTRUCAO DA FERROVIA NORTE-SUL - AGUIARNOPOLIS/TO - PALMAS/TO - EF-151	Transporte
6037	FORTALECIMENTO E APRIMORAMENTO DA FISCALIZACAO AMBIENTAL	Gestão Ambiental
6058	FORMULACAO DE POLITICAS DE TRANSPORTES	Transporte
6067	DEFESA DE DIREITOS DIFUSOS	Direitos da Cidadania
6074	PREVENCAO E COMBATE A INCENDIOS FLORESTAIS E CONTROLE DE QUEIMADAS	Gestão Ambiental
6087	PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL DE POVOS E COMUNIDADES TRADICIONAIS E AGRICULTORES FAMILIARES	Gestão Ambiental
6102	OLIMPIADAS E PARALIMPIADAS DE QUALIDADE	Relações Exteriores
6105	RELACOES E NEGOCIACOES NO AMBITO DA ORGANIZACAO MUNDIAL DO COMERCIO - OMC	Relações Exteriores
6124	FISCALIZACAO DE ATIVIDADES DEGRADADORAS, POLUENTES E CONTAMINANTES	Gestão Ambiental
6138	VIGILANCIA SANITARIA EM PORTOS, AEROPORTOS, FRONTEIRAS E RECINTOS ALFANDEGADOS	Saúde
6146	PESQUISA EM SAUDE E AVALIACAO DE NOVAS TECNOLOGIAS PARA O SUS	Saúde
6147	COOPERACAO INTERNACIONAL EM CIENCIA, TECNOLOGIA E INOVACAO	Ciência e Tecnologia
6148	ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - SERVICO SOCIAL AUTONOMO ASSOCIACAO DAS PIONEIRAS SOCIAIS	Saúde
6149	RESIDENCIA DE PROFISSIONAIS DE SAUDE - SUS	Saúde
6174	ANALISE DA QUALIDADE DE PRODUTOS E INSUMOS DE SAUDE	Saúde
6175	IMPLANTACAO E IMPLEMENTACAO DE POLITICAS DE ATENCAO INTEGRAL A SAUDE DA MULHER	Saúde
6178	IMPLEMENTACAO DE POLITICAS DE ATENCAO A SAUDE DA PESSOA IDOSA	Saúde
6179	COMUNICACAO E INFORMACOES PARA A EDUCACAO EM SAUDE E EM CIENCIA E TECNOLOGIA	Saúde
6182	FORTALECIMENTO DA OUVIDORIA GERAL DO SISTEMA UNICO DE SAUDE	Saúde
6215	FUNCIONAMENTO DO CONSELHO DE DESENVOLVIMENTO ECONOMICO E SOCIAL	Administração
6217	ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE	Saúde
6233	IMPLANTACAO E IMPLEMENTACAO DE POLITICAS DE ATENCAO A SAUDE MENTAL	Saúde
6294	PROMOCAO DE CURSOS PARA O DESENVOLVIMENTO LOCAL SUSTENTAVEL	Educação
6307	FISCALIZACAO DE ATIVIDADES DE DESMATAMENTO	Gestão Ambiental
6328	UNIVERSIDADE ABERTA E A DISTANCIA	Educação
6329	MONITORAMENTO E CONTROLE DO DESMATAMENTO E DOS INCENDIOS FLORESTAIS	Gestão Ambiental
6344	REGULACAO E SUPERVISAO DOS CURSOS DE GRADUACAO E DE INSTITUICOES PUBLICAS E PRIVADAS DE ENSINO SUPERIOR	Educação
6358	CAPACITACAO DE RECURSOS HUMANOS DA EDUCACAO PROFISSIONAL E TECNOLOGICA	Educação
6380	FOMENTO AO DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL E TECNOLOGICA	Educação
6381	CONSOLIDACAO TERRITORIAL DAS UNIDADES DE CONSERVACAO FEDERAIS	Gestão Ambiental
6414	SISTEMA NACIONAL PARA IDENTIFICACAO E SELECAO DE PUBLICO-ALVO PARA OS PROGRAMAS SOCIAIS DO GOVERNO FEDERAL - CADASTRO UNICO	Assistência Social
6432	PESQUISA, DESENVOLVIMENTO, FABRICACAO E COMERCIALIZACAO DE COMPONENTES SEMICONDUTORES	Ciência e Tecnologia
6438	CAPACITACAO DE RECURSOS HUMANOS PARA TRANSPORTES COLETIVOS URBANOS	Urbanismo
6440	FOMENTO AO DESENVOLVIMENTO LOCAL PARA COMUNIDADES REMANESCENTES DE QUILOMBOS E OUTRAS COMUNIDADES TRADICIONAIS	Direitos da Cidadania
6481	DISPONIBILIZACAO DE ACESSO A BANCOS DE DADOS DE INFORMACOES TECNOLOGICAS	Indústria
6503	CENSO DA EDUCACAO SUPERIOR	Educação
6516	APERFEICOAMENTO E AVALIACAO DOS SERVICOS DE HEMOTERAPIA E HEMATOLOGIA	Saúde
6553	APOIO A IMPLANTACAO DE INFRAESTRUTURA COMPLEMENTAR, SOCIAL E PRODUTIVA NA FAIXA DE FRONTEIRA	Urbanismo
6557	FORMACAO CIVICO-PROFISSIONAL DE JOVENS EM SERVICO MILITAR - SOLDADO CIDADAO	Defesa Nacional
6566	ESTUDOS PARA O DESENVOLVIMENTO DA AGRICULTURA IRRIGADA	Agricultura
6618	ESTABELECIMENTO DE DIRETRIZES PARA CONFORMIDADE AMBIENTAL DAS ATIVIDADES BRASILEIRAS NA ANTARTICA	Gestão Ambiental
6640	ESTUDOS PARA O PLANEJAMENTO E GESTAO DO TRANSPORTE AEREO	Transporte
6662	FORMULACAO E DESENVOLVIMENTO DE POLITICAS E ESTRATEGIAS DE LONGO PRAZO	Administração
6702	APOIO A PROJETOS E EVENTOS DE EDUCACAO, DIVULGACAO E POPULARIZACAO DA CIENCIA, TECNOLOGIA E INOVACAO	Ciência e Tecnologia
6881	MODERNIZACAO E DESENVOLVIMENTO DE SISTEMAS DE INFORMACAO DA FUNASA	Saúde
6907	PLANEJAMENTO DO SETOR ELETRICO	Energia
6908	FOMENTO A EDUCACAO EM SAUDE AMBIENTAL VOLTADA A PROMOCAO DA SAUDE	Saúde
6925	LICENCIAMENTO AMBIENTAL FEDERAL	Gestão Ambiental
7014	TRANSFERENCIA DA GESTAO DO PERIMETRO DE IRRIGACAO BAIXO ACU COM 5.168 HA - NO ESTADO DO RIO GRANDE DO NORTE	Agricultura
7112	AVALIACAO DOS RECURSOS NAO-VIVOS DA ZONA ECONOMICA EXCLUSIVA (ZEE)	Indústria
7152	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO MG-170 (ILICINEA) - ENTRONCAMENTO BR-491/MG-050 (SAO SEBASTIAO DO PARAISO) - NA BR-265/MG	Transporte
7242	CONSTRUCAO DE TRECHO RODOVIARIO - CANTA - NOVO PARAISO - NA BR-432/RR	Transporte
7435	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA PB/PE - DIVISA PE/AL - NA BR-101/PE	Transporte
7441	CONSTRUCAO DE TRECHO RODOVIARIO - BERTOLINIA - ELISEU MARTINS - NA BR-135/PI	Transporte
7474	CONSTRUCAO DE TRECHO RODOVIARIO - CARAVELAS - ENTRONCAMENTO BR-101 - NA BR-418/BA	Transporte
7530	ADEQUACAO DE TRECHO RODOVIARIO - NAVEGANTES - RIO DO SUL - NA BR-470/SC	Transporte
7624	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA AL/PE - DIVISA AL/SE - NA BR-101/AL	Transporte
7626	ADEQUACAO DE TRECHO RODOVIARIO - NATAL - DIVISA RN/PB - NA BR-101/RN	Transporte
7630	ADEQUACAO DE TRECHO RODOVIARIO - SANTA CRUZ - MANGARATIBA - NA BR-101/RJ	Transporte
7652	IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS EM LOCALIDADES URBANAS DE MUNICIPIOS COM POPULACAO ATE 50.000 HABITANTES	Saúde
7656	IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)	Saúde
7666	INVESTIMENTO PARA A QUALIFICACAO DA ATENCAO A SAUDE E GESTAO DO SUS	Saúde
7674	MODERNIZACAO DE UNIDADES DA FUNDACAO OSWALDO CRUZ	Saúde
7684	SANEAMENTO BASICO EM ALDEIAS INDIGENAS PARA PREVENCAO E CONTROLE DE AGRAVOS	Saúde
7686	CONSTRUCAO DE EDIFICIO PARA O MEIO CIRCULANTE NO RIO DE JANEIRO - RJ	Administração
7690	ESTRUTURACAO DOS SERVICOS DE HEMATOLOGIA E HEMOTERAPIA	Saúde
7833	IMPLANTACAO DE UNIDADES E CENTROS DE ALTA COMPLEXIDADE EM ONCOLOGIA - UNACON E CACON	Saúde
7E79	CONSTRUCAO DE TRECHO RODOVIARIO - URUACU - DIVISA GO/MT - NA BR-080/GO	Transporte
7E87	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-153 - DIVISA MG/GO - NA BR-364/MG	Transporte
7E90	ADEQUACAO DE TRECHO RODOVIARIO - CARPINA - ENTRONCAMENTO BR-232 - NA BR-408/PE	Transporte
7F40	IMPLANTACAO DO CENTRO ESPACIAL DE ALCANTARA - CEA	Ciência e Tecnologia
7F51	CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA PI/BA - DIVISA BA/SE - NA BR-235/BA	Transporte
7G16	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-040 - ENTRONCAMENTO BR-267 - NA BR-440/MG	Transporte
7G88	CONSTRUCAO DA BARRAGEM ATALAIA NO ESTADO DO PIAUI	Gestão Ambiental
7I31	CONSTRUCAO DA BARRAGEM DO FIGUEIREDO NO ESTADO DO CEARA	Gestão Ambiental
7I40	ADEQUACAO DE TRECHO RODOVIARIO - GOIANIA - JATAI - NA BR-060/GO	Transporte
7I71	CONSTRUCAO DE CONTORNO RODOVIARIO EM JATAI - NA BR-060/GO	Transporte
7I74	CONSTRUCAO DE CONTORNO RODOVIARIO EM CHAPECO - NA BR-480/SC	Transporte
7I84	CONSTRUCAO DE PONTE SOBRE O RIO MADEIRA EM PORTO VELHO - NA BR-319/RO	Transporte
7J39	CONSTRUCAO DE TRECHO RODOVIARIO - UIRAUNA - POCO DANTAS - NA BR-434/PB	Transporte
7K18	CONSTRUCAO DE PONTE SOBRE O RIO PARANA - TRES LAGOAS (MS) - CASTILHO (SP) - NA BR-262/MS/SP	Transporte
7K23	CONSTRUCAO DE TRECHO RODOVIARIO - PORTO CAMARGO - CAMPO MOURAO - NA BR-487/PR	Transporte
7K66	APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO	Urbanismo
7L03	ADEQUACAO DE ANEL RODOVIARIO EM FORTALEZA - NA BR-020/CE	Transporte
7L04	ADEQUACAO DE TRECHO RODOVIARIO - PORTO ALEGRE - PELOTAS - NA BR-116/RS	Transporte
7L25	AMPLIACAO DO CAIS PUBLICO DO PORTO NOVO DO PORTO DE RIO GRANDE (RS)	Transporte
7L29	INTEGRACAO DAS BACIAS HIDROGRAFICAS DO ESTADO CEARA - CINTURAO DAS AGUAS DO CEARA - TRECHO 1 COM 149,82 KM	Gestão Ambiental
7L92	CONSTRUCAO DE PONTE SOBRE O RIO ARAGUAIA EM XAMBIOA - NA BR-153/TO	Transporte
7L94	ESTUDOS E PROJETOS PARA ADEQUACAO DE TRECHO RODOVIARIO - BARRA DO GARCAS - CACERES - NA BR-070/MT	Transporte
7M32	CONSTRUCAO DE TRECHO RODOVIARIO - PIANCO - NOVA OLINDA - NA BR-426/PB	Transporte
7M52	MELHORAMENTOS NO CANAL DE NAVEGACAO DO CORREDOR DO MERCOSUL	Transporte
7M63	ADEQUACAO DE TRECHO RODOVIARIO - KM 714 - KM 725 - NA BR-364/RO	Transporte
7M65	CONSTRUCAO DE TRECHO RODOVIARIO - LAGOA VERMELHA - BARRACAO - NA BR-470/RS	Transporte
7M66	CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA RS/SC - BOM JESUS - NA BR-285/RS	Transporte
7M71	ADEQUACAO DE TRECHO RODOVIARIO - BR-101 (KM 15,5) - DIVISA ES/MG (KM 195,9) - NA BR-262/ES	Transporte
7M76	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA MS/MT - DIVISA MT/PA - NA BR-163/MT	Transporte
7M81	CONSTRUCAO DE TRECHO RODOVIARIO - PATOS DE MINAS - ARAXA - DIVISA MG/SP - NA BR-146/MG	Transporte
7M88	ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO PE-160 - ENTRONCAMENTO PE-149 (KM 19,8 AO 71,2) - NA BR-104/PE	Transporte
7M91	CONSTRUCAO DE CONTORNO RODOVIARIO NORTE EM MARINGA - NA BR-376/PR	Transporte
7M92	CONSTRUCAO DE CONTORNO RODOVIARIO EM CASCAVEL - NAS BRS 163/277/467/369/PR	Transporte
7M95	ADEQUACAO DE ANEL RODOVIARIO EM BELO HORIZONTE - NAS BRS 040/135/262/381/MG	Transporte
7N22	CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA BA/PI - DIVISA PI/MA - NA BR-235/PI	Transporte
7N81	ADEQUACAO DE TRAVESSIA URBANA EM LINHARES - NA BR-101/ES	Transporte
7N84	CONSTRUCAO DE ANEL RODOVIARIO EM BARREIRAS - NAS BRS 020/135/242/BA	Transporte
7N85	CONSTRUCAO DE TRECHO RODOVIARIO - TIMBE DO SUL - DIVISA SC/RS - NA BR-285/SC	Transporte
7P87	ADEQUACAO DE TRAVESSIA URBANA EM JI-PARANA - NA BR-364/RO	Transporte
7Q62	ADEQUACAO DE INSTALACOES DE ACOSTAGEM E MOVIMENTACAO E ARMAZENAGEM DE CARGAS NO PORTO DE RECIFE (PE)	Transporte
7R82	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA DF/GO - DIVISA GO/BA - NA BR-020/GO	Transporte
7S51	CONSTRUCAO DE CONTORNO RODOVIARIO (CONTORNO DE MESTRE ALVARO) EM SERRA - NA BR-101/ES	Transporte
7S57	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-163 (RIO VERDE DE MATO GROSSO) - ENTRONCAMENTO BR-262 (AQUIDAUANA) - NA BR-419/MS	Transporte
7S59	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-364 - ENTRONCAMENTO BR-365 - NA BR-154/MG	Transporte
7S62	CONSTRUCAO DE TRECHO RODOVIARIO - VISEU - BRAGANCA - NA BR-308/PA	Transporte
7S66	ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-476 - DIVISA PR/SC - NA BR-153/PR	Transporte
7S73	ADEQUACAO DE TRECHO RODOVIARIO - ACESSO A ONDA VERDE - ENTRONCAMENTO SP-355 - NA BR-153/SP	Transporte
7S75	ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-226 - ENTRONCAMENTO BR-101 (RETA TABAJARA) - NA BR-304/RN	Transporte
7S78	CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA BA/PI - ENTRONCAMENTO BR-135 (BOM JESUS) - NA BR-235/PI	Transporte
7S80	CONSTRUCAO DE CONTORNO RODOVIARIO EM BARRA DO GARCAS - NA BR-070/MT	Transporte
7S88	CONSTRUCAO DE VIADUTO RODOVIARIO EM NATAL - NAS BRS 101/406/RN	Transporte
7S90	ADEQUACAO DE TRECHO RODOVIARIO - SAO BORJA - SAO JOSE DOS AUSENTES - NA BR-285/RS	Transporte
7S96	ADEQUACAO DE TRAVESSIA URBANA EM BELO JARDIM - NA BR-232/PE	Transporte
7S97	CONSTRUCAO DE CONTORNO RODOVIARIO - NO MUNICIPIO DE BRASILEIA - NA BR-317/AC	Transporte
7T97	CONSTRUCAO DE TRECHO RODOVIARIO - CASTANHEIRA - COLNIZA - NA BR-174/MT	Transporte
7T98	ADEQUACAO DE TRECHO RODOVIARIO - KM 0 (CABEDELO) - KM 28 (OITIZEIRO) - NA BR-230/PB	Transporte
7U06	CONSTRUCAO DE ACESSO RODOVIARIO AO TERMINAL PORTUARIO DE CAPUABA - NA BR-447/ES	Transporte
7U21	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO CE-040 - PONTE SABIAGUABA - NA BR-020/CE	Transporte
7U22	ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-277 (ACESSO CASCAVEL) - MARMELANDIA - NA BR-163/PR	Transporte
7U23	IMPLEMENTACAO DO PLANO NACIONAL DE SEGURANCA PUBLICA PARA A REALIZACAO DOS GRANDES EVENTOS	Segurança Pública
7U27	ADEQUACAO DE ACESSO RODOVIARIO AO PORTO DE PECEM (CE-155) - NA BR-222/CE	Transporte
7U28	ADEQUACAO DE ACESSO RODOVIARIO AO PORTO DE ARATU (BA-522) - NA BR-324/BA	Transporte
7U43	ADEQUACAO DE TRECHO RODOVIARIO - WANDERLANDIA - DIVISA GO/TO - NA BR-153/TO	Transporte
7U72	ADEQUACAO, REVITALIZACAO E MODERNIZACAO DA FROTA DE AERONAVES AM-X (PROJETO A-1M)	Defesa Nacional
7V00	CONSTRUCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-316 (INICIO DO CONTORNO DE TIMON) - POVOADO MONTIVIDEL - NA BR-226/MA	Transporte
7V06	ADEQUACAO DE LINHA FERREA EM ROLANDIA - NA EF-369/PR	Transporte
7W01	ADEQUACAO DE TRECHO RODOVIARIO - JOACABA - SAO MIGUEL DO OESTE - NA BR-282/SC	Transporte
7W04	CONSTRUCAO DE TRECHO RODOVIARIO - KM 0 (DIVISA PI/MA) - KM 100 - NA BR-226/MA	Transporte
7W07	ADEQUACAO DE TRECHO RODOVIARIO - CASTANHAL - SANTA MARIA DO PARA - TREVO DE SALINOPOLIS - DIVISA PA/MA - NA BR-316/PA	Transporte
7W08	ADEQUACAO DE TRECHO RODOVIARIO - DOM ELISEU  - SANTA MARIA DO PARA - NA BR-010/PA	Transporte
7W58	CONSTRUCAO E MODERNIZACAO DO EDIFICIO-SEDE DA CONTROLADORIA-REGIONAL DA UNIAO NO ESTADO DO AMAPA	Administração
7W59	IMPLANTACAO DO PROJETO SUL-FRONTEIRA	Ciência e Tecnologia
7W66	CONSTRUCAO DE TRECHO RODOVIARIO - TRECHO MARABA-ALTAMIRA - NA BR-230/PA	
7W67	CONSTRUCAO DO VIADUTO DO GANCHO NOS MUNICIPIOS DE NATAL E SAO GONCALO DO AMARANTE - NA BR-406/RN	Transporte
7W69	CONSTRUCAO DE PASSAGEM INFERIOR SOB A LINHA FERREA - AVARE - SP	Transporte
7W70	CONSTRUCAO DE VIADUTO RODOVIARIO NOS MUNICIPIOS DE NATAL E PARNAMIRIM - NA BR-101-RN	Transporte
7W84	ADEQUACAO DE TRECHO RODOVIARIO - TRECHO ESTIVA - ENTRONCAMENTO BR-222 (MIRANDA DO NORTE) NA BR-135/MA	Transporte
7W95	ADEQUACAO DE TRECHO RODOVIARIO - TERESINA - PARNAIBA - NA BR-343 - NO ESTADO DO PIAUI	Transporte
7X28	SANEAMENTO BASICO	Saúde
7X30	ADEQUACAO DE RAMAL FERROVIARIO NO PERIMETRO URBANO PARA ELIMINACAO DE PONTOS CRITICOS EM BOTUCATU - NA EF-265/SP	Transporte
7X45	CONSTRUCAO DE TRECHO RODOVIARIO - CACHOEIRA DE SANTO ANTONIO - IGARAPE DO ARROMBADO (KM 659,7 AO KM 769,8) - NA BR-156/AP	Transporte
7X47	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA GO/MT (BARRA DO GARCAS) - FRONTEIRA BRASIL/BOLIVIA - NA BR-070/MT	Transporte
7X51	CONSTRUCAO DE TRECHO RODOVIARIO - NOVA REMANSO - CAMPO ALEGRE DE LOURDES - NA BR-235/BA	Transporte
7X52	ADEQUACAO DE TRECHO RODOVIARIO - PORTO ALEGRE - PANTANO GRANDE - NA BR-290/RS	Transporte
7X53	CONSTRUCAO DE TRECHO RODOVIARIO - KM 0,2 - KM 36,9 - NA BR-432/RR	Transporte
7X54	CONSTRUCAO DE TRECHO RODOVIARIO - KM 72,0 - KM 115,9 - NA BR-432/RR	Transporte
7X55	CONSTRUCAO DE TRECHO RODOVIARIO - KM 36,9 - KM 72,1 - NA BR-432/RR	Transporte
7X56	ADEQUACAO DE TRECHO RODOVIARIO - KM 54,3 - KM 72,1 - NA BR-153/SP	Transporte
7X57	ADEQUACAO DE TRECHO RODOVIARIO - JOACABA - SAO MIGUEL DO OESTE - NA BR-282/SC	Transporte
7X58	ADEQUACAO DE TRECHO RODOVIARIO - NAVEGANTES - INDAIAL - NA BR-470/SC	Transporte
7X65	ADEQUACAO DE TRECHO RODOVIARIO - DIVISA PI/MA (TIMON) - ENTRONCAMENTO BR-135 (PRESIDENTE DUTRA) - NA BR-226/MA	Transporte
7X76	ADEQUACAO DE TRECHO RODOVIARIO - ELISEU MARTINS - DIVISA PI/BA - NA BR-135/PI	
7X77	ADEQUACAO DE TRECHO RODOVIARIO - GUAIBA - PELOTAS - NA BR-116/RS	
7X98	ADEQUACAO DE TRECHO RODOVIARIO - PALHOCA - SAO MIGUEL DO OESTE - NA BR-282/SC	
7X99	MANUTENCAO DE TRECHO RODOVIARIO - VILHENA - PORTO VELHO - NA BR-364/RO	
7XB4	MANUTENCAO DE TRECHO RODOVIARIO - ENTRONCAMENTO AC-339 (SENA MADUREIRA) - ENTRONCAMENTO AC-186 (BOM FUTURO/RIO LIBERDADE) - NA BR-364/AC	
7XB6	APOIO PARA REQUALIFICACAO DA ORLA DO RIO BRANCO/BACIA DO CAXANGA	
8062	CAPACITACAO DE RECURSOS HUMANOS PARA PROJETOS DE INFRAESTRUTURA HIDRICA	Gestão Ambiental
8106	APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL	Cultura
8124	MANUTENCAO DO SISTEMA INTEGRADO DE PREVENCAO DA VIOLENCIA E CRIMINALIDADE	Segurança Pública
8172	COORDENACAO E FORTALECIMENTO DO SISTEMA NACIONAL DE PROTECAO E DEFESA CIVIL	Segurança Pública
8249	FUNCIONAMENTO DOS CONSELHOS DE ASSISTENCIA SOCIAL	Assistência Social
8252	EDUCACAO PROFISSIONAL E TECNOLOGICA A DISTANCIA	Educação
8274	FOMENTO PARA A ORGANIZACAO E O DESENVOLVIMENTO DE EMPREENDIMENTOS ECONOMICOS SOLIDARIOS DE CATADORES ATUANTES COM RESIDUOS SOLIDOS	Trabalho
8282	REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR	Educação
8286	EDUCACAO AMBIENTAL PARA GRUPOS EM SITUACAO DE VULNERABILIDADE SOCIOAMBIENTAL	Gestão Ambiental
8287	APRIMORAMENTO DA ARTICULARCAO E COOPERACAO INTERFEDERATIVA EM SAUDE	Saúde
8288	RECUPERACAO DA COBERTURA VEGETAL NATIVA	Gestão Ambiental
8292	EXPANSAO DO USO SUSTENTAVEL DOS RECURSOS FLORESTAIS	Gestão Ambiental
8294	ESTRUTURACAO DOS ORGAOS DO SISTEMA NACIONAL DE MEIO AMBIENTE PARA A GESTAO FLORESTAL COMPARTILHADA	Gestão Ambiental
8296	AUTORIZACAO E CONTROLE DAS ATIVIDADES FLORESTAIS	Gestão Ambiental
8305	ATENCAO DE REFERENCIA E PESQUISA CLINICA EM PATOLOGIAS DE ALTA COMPLEXIDADE DA MULHER, DA CRIANCA E DO ADOLESCENTE E EM DOENCAS INFECCIOSAS	Saúde
8308	REGULARIZACAO AMBIENTAL DOS IMOVEIS RURAIS NAS UNIDADES DA FEDERACAO	Gestão Ambiental
8315	PESQUISA E DESENVOLVIMENTO TECNOLOGICO EM SAUDE	Saúde
8327	GERENCIAMENTO, EXECUCAO E ANALISE DE PROCEDIMENTOS RELATIVOS AO SERVICO LABORATORIAL DE REFERENCIA PARA O CONTROLE DE DOENCAS	Saúde
8340	DESENVOLVIMENTO DA REDE REGIONAL DE INOVACAO	Ciência e Tecnologia
8348	APOIO A OBRAS PREVENTIVAS DE DESASTRES	Segurança Pública
8425	APOIO AO PROJETO RONDON	Defesa Nacional
8426	DESIMOBILIZACAO DE IMOVEIS NAO-OPERACIONAIS DO INSS	Previdência Social
8442	TRANSFERENCIA DE RENDA DIRETAMENTE AS FAMILIAS EM CONDICAO DE POBREZA E EXTREMA POBREZA (LEI N. 10.836, DE 2004)	Assistência Social
8446	SERVICO DE APOIO A GESTAO DESCENTRALIZADA DO PROGRAMA BOLSA FAMILIA	Assistência Social
8452	ATUACAO NA PREVENCAO, DETECCAO, ANALISE E COMBATE AOS ILICITOS ORGANIZADOS CONTRA A PREVIDENCIA SOCIAL	Previdência Social
8458	APOIO A AGRICULTURA URBANA	Assistência Social
8487	FOMENTO A PROJETOS DESTINADOS A PREVENCAO E REDUCAO DE ACIDENTES NO TRANSITO	Urbanismo
8495	REALIZACAO DE EVENTOS INTERNACIONAIS OFICIAIS	Relações Exteriores
